Lig107/out.pdbqt:REMARK VINA RESULT:      -5.4      4.503      5.591
Lig107/out.pdbqt:REMARK VINA RESULT:      -5.3      2.972      3.713
Lig107/out.pdbqt:REMARK VINA RESULT:      -5.3      2.766      3.392
Lig107/out.pdbqt:REMARK VINA RESULT:      -5.3      4.949      7.609
Lig107/out.pdbqt:REMARK VINA RESULT:      -5.2      3.814      4.353
Lig107/out.pdbqt:REMARK VINA RESULT:      -5.1      4.389      5.078
Lig107/out.pdbqt:REMARK VINA RESULT:      -4.8      4.179      6.494
Lig107/out.pdbqt:REMARK VINA RESULT:      -4.8      4.910      6.411
Lig107/out.pdbqt:REMARK VINA RESULT:      -4.8      3.439      5.638
Lig107/out.pdbqt:REMARK VINA RESULT:      -4.8      4.562      7.385
Lig107/out.pdbqt:REMARK VINA RESULT:      -4.7      5.271      6.429
Lig107/out.pdbqt:REMARK VINA RESULT:      -4.7      6.148      8.555
Lig107/out.pdbqt:REMARK VINA RESULT:      -4.7      5.363      6.864
Lig107/out.pdbqt:REMARK VINA RESULT:      -4.5      4.583      5.772
Lig108/out.pdbqt:REMARK VINA RESULT:      -6.1      0.000      0.000
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.9      3.353      6.916
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.8      1.703      2.783
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.8      2.750      3.574
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.7      4.974      7.370
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.5      3.307      6.669
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.5      3.427      7.288
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.4      1.996      3.058
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.3      5.700      7.377
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.2      4.442      6.045
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.2      3.818      5.758
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.2      3.238      4.823
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.1      4.504      8.234
Lig108/out.pdbqt:REMARK VINA RESULT:      -5.0      3.973      6.073
Lig108/out.pdbqt:REMARK VINA RESULT:      -4.8      5.676      7.387
Lig108/out.pdbqt:REMARK VINA RESULT:      -4.8      5.011      7.510
Lig108/out.pdbqt:REMARK VINA RESULT:      -4.7      4.670      6.463
Lig108/out.pdbqt:REMARK VINA RESULT:      -4.7      5.965      7.541
Lig108/out.pdbqt:REMARK VINA RESULT:      -4.7      8.040      9.727
Lig108/out.pdbqt:REMARK VINA RESULT:      -4.5      7.799     11.459
Lig109/out.pdbqt:REMARK VINA RESULT:      -5.5      0.000      0.000
Lig109/out.pdbqt:REMARK VINA RESULT:      -5.4      1.553      3.049
Lig109/out.pdbqt:REMARK VINA RESULT:      -5.2      1.817      3.926
Lig109/out.pdbqt:REMARK VINA RESULT:      -5.0      8.358      9.769
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.9      2.231      3.770
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.9      3.922      5.432
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.8      6.427      8.206
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.8      8.145      9.597
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.7      6.417      7.867
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.6      8.596      9.957
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.6      7.708      8.700
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.5      6.907      8.187
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.5      8.744     10.157
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.5      6.529      7.851
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.4      7.657      9.211
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.4      7.859      8.865
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.4      8.076      9.509
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.4      8.203      9.751
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.3     10.034     11.303
Lig109/out.pdbqt:REMARK VINA RESULT:      -4.2      6.401      7.483
Lig10/out.pdbqt:REMARK VINA RESULT:      -6.0      0.000      0.000
Lig10/out.pdbqt:REMARK VINA RESULT:      -6.0      1.439      1.714
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.9      2.912      4.835
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.7      4.043      7.022
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.7      1.827      2.270
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.7      3.151      4.912
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.5      3.505      4.741
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.5      3.752      6.628
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.5      2.723      4.301
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.4      2.100      3.225
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.3      4.235      5.733
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.3      4.320      6.062
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.2      3.565      5.635
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.2      4.355      6.813
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.2      3.738      4.974
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.1      3.439      6.288
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.0      5.014      7.558
Lig10/out.pdbqt:REMARK VINA RESULT:      -5.0      3.905      6.528
Lig10/out.pdbqt:REMARK VINA RESULT:      -4.9      3.781      6.539
Lig10/out.pdbqt:REMARK VINA RESULT:      -4.8      3.871      5.245
Lig110/out.pdbqt:REMARK VINA RESULT:      -5.6      0.000      0.000
Lig110/out.pdbqt:REMARK VINA RESULT:      -5.4      1.577      3.047
Lig110/out.pdbqt:REMARK VINA RESULT:      -5.1      1.879      3.297
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.9      8.354      9.746
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.8      2.209      3.748
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.8      6.720      8.443
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.6      8.259      9.693
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.6      8.571      9.903
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.6      7.686      8.658
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.6      7.825      8.911
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.5      6.983      8.272
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.5      8.125      9.571
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.5      6.540      7.789
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.5      7.635      9.170
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.4      7.777      8.784
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.3      8.464      9.907
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.3      4.860      6.724
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.3      5.611      6.763
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.2      9.148      9.992
Lig110/out.pdbqt:REMARK VINA RESULT:      -4.1      9.113     10.499
Lig111/out.pdbqt:REMARK VINA RESULT:      -5.5      0.000      0.000
Lig111/out.pdbqt:REMARK VINA RESULT:      -5.3      2.114      3.810
Lig111/out.pdbqt:REMARK VINA RESULT:      -5.1      6.269      7.982
Lig111/out.pdbqt:REMARK VINA RESULT:      -5.1      1.739      3.176
Lig111/out.pdbqt:REMARK VINA RESULT:      -5.0      2.143      3.720
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.9      1.622      3.162
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.8      7.155      8.401
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.8      6.991      8.971
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.7      6.300      7.547
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.7      6.276      8.110
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.7      5.390      6.855
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.7      7.740      8.806
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.7      7.564      8.932
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.7      6.748      8.262
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.5      6.671      7.961
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.5      6.915      8.685
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.5      7.551      9.164
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.5      8.008      9.723
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.4      5.352      6.912
Lig111/out.pdbqt:REMARK VINA RESULT:      -4.3      5.519      6.646
Lig112/out.pdbqt:REMARK VINA RESULT:      -5.4      0.000      0.000
Lig112/out.pdbqt:REMARK VINA RESULT:      -5.3      3.025      5.321
Lig112/out.pdbqt:REMARK VINA RESULT:      -5.1      3.547      5.579
Lig112/out.pdbqt:REMARK VINA RESULT:      -5.1      1.929      4.909
Lig112/out.pdbqt:REMARK VINA RESULT:      -5.1      5.983      7.954
Lig112/out.pdbqt:REMARK VINA RESULT:      -5.1      2.092      2.241
Lig112/out.pdbqt:REMARK VINA RESULT:      -5.0      2.603      4.408
Lig112/out.pdbqt:REMARK VINA RESULT:      -5.0      7.286      8.847
Lig112/out.pdbqt:REMARK VINA RESULT:      -5.0      2.198      4.941
Lig112/out.pdbqt:REMARK VINA RESULT:      -5.0      6.151      7.889
Lig112/out.pdbqt:REMARK VINA RESULT:      -4.8      2.349      4.183
Lig112/out.pdbqt:REMARK VINA RESULT:      -4.7      5.303      7.058
Lig112/out.pdbqt:REMARK VINA RESULT:      -4.7      2.774      5.737
Lig112/out.pdbqt:REMARK VINA RESULT:      -4.6      3.514      5.804
Lig112/out.pdbqt:REMARK VINA RESULT:      -4.6      2.175      3.374
Lig112/out.pdbqt:REMARK VINA RESULT:      -4.6      2.434      4.230
Lig112/out.pdbqt:REMARK VINA RESULT:      -4.5      2.721      4.655
Lig112/out.pdbqt:REMARK VINA RESULT:      -4.5      2.829      4.149
Lig112/out.pdbqt:REMARK VINA RESULT:      -4.5      2.086      2.219
Lig112/out.pdbqt:REMARK VINA RESULT:      -4.5      2.217      3.602
Lig113/out.pdbqt:REMARK VINA RESULT:      -5.5      0.000      0.000
Lig113/out.pdbqt:REMARK VINA RESULT:      -5.5      3.451      5.410
Lig113/out.pdbqt:REMARK VINA RESULT:      -5.5      2.376      3.428
Lig113/out.pdbqt:REMARK VINA RESULT:      -5.3      2.331      4.628
Lig113/out.pdbqt:REMARK VINA RESULT:      -5.3      1.907      4.861
Lig113/out.pdbqt:REMARK VINA RESULT:      -5.0      2.361      3.492
Lig113/out.pdbqt:REMARK VINA RESULT:      -5.0      2.108      4.331
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.9      2.324      3.801
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.9      2.561      3.511
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.9      2.014      4.907
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.8      2.814      5.537
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.8      2.745      3.684
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.8      3.990      6.797
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.7      2.328      4.757
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.6      2.140      4.739
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.6      2.155      4.561
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.5      2.841      5.666
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.5      4.201      6.645
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.5      2.337      4.268
Lig113/out.pdbqt:REMARK VINA RESULT:      -4.4      2.161      3.621
Lig114/out.pdbqt:REMARK VINA RESULT:      -5.2      0.000      0.000
Lig114/out.pdbqt:REMARK VINA RESULT:      -5.2      2.648      4.485
Lig114/out.pdbqt:REMARK VINA RESULT:      -5.1      2.164      4.937
Lig114/out.pdbqt:REMARK VINA RESULT:      -5.1      2.318      4.523
Lig114/out.pdbqt:REMARK VINA RESULT:      -5.1      2.594      4.772
Lig114/out.pdbqt:REMARK VINA RESULT:      -5.1      1.765      4.844
Lig114/out.pdbqt:REMARK VINA RESULT:      -5.0      2.041      2.225
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.9      2.274      5.034
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.8      2.525      3.973
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.8      3.128      5.374
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.8      2.756      4.652
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.7      2.240      3.981
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.7      3.798      5.711
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.6      1.818      3.699
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.5      2.589      3.695
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.5      2.364      2.887
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.4      2.189      4.734
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.4      2.548      3.515
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.3      2.482      2.954
Lig114/out.pdbqt:REMARK VINA RESULT:      -4.2      2.329      3.809
Lig115/out.pdbqt:REMARK VINA RESULT:      -5.6      0.000      0.000
Lig115/out.pdbqt:REMARK VINA RESULT:      -5.5      2.727      5.286
Lig115/out.pdbqt:REMARK VINA RESULT:      -5.4      3.104      5.065
Lig115/out.pdbqt:REMARK VINA RESULT:      -5.3      1.843      3.308
Lig115/out.pdbqt:REMARK VINA RESULT:      -5.2      3.256      5.095
Lig115/out.pdbqt:REMARK VINA RESULT:      -5.2      2.055      2.779
Lig115/out.pdbqt:REMARK VINA RESULT:      -5.1      4.087      6.463
Lig115/out.pdbqt:REMARK VINA RESULT:      -5.1      2.437      4.967
Lig115/out.pdbqt:REMARK VINA RESULT:      -5.0      3.396      5.174
Lig115/out.pdbqt:REMARK VINA RESULT:      -5.0      2.743      4.948
Lig115/out.pdbqt:REMARK VINA RESULT:      -5.0      3.365      5.547
Lig115/out.pdbqt:REMARK VINA RESULT:      -4.9      2.736      5.961
Lig115/out.pdbqt:REMARK VINA RESULT:      -4.9      1.984      2.907
Lig115/out.pdbqt:REMARK VINA RESULT:      -4.8      2.505      3.623
Lig115/out.pdbqt:REMARK VINA RESULT:      -4.8      3.944      6.075
Lig115/out.pdbqt:REMARK VINA RESULT:      -4.8      2.129      4.016
Lig115/out.pdbqt:REMARK VINA RESULT:      -4.8      3.215      5.691
Lig115/out.pdbqt:REMARK VINA RESULT:      -4.7      1.781      4.679
Lig115/out.pdbqt:REMARK VINA RESULT:      -4.7      2.110      4.891
Lig115/out.pdbqt:REMARK VINA RESULT:      -4.6      2.376      4.374
Lig116/out.pdbqt:REMARK VINA RESULT:      -5.5      0.000      0.000
Lig116/out.pdbqt:REMARK VINA RESULT:      -5.2      2.149      4.782
Lig116/out.pdbqt:REMARK VINA RESULT:      -5.1      1.701      2.118
Lig116/out.pdbqt:REMARK VINA RESULT:      -5.0      1.638      2.921
Lig116/out.pdbqt:REMARK VINA RESULT:      -5.0      2.601      4.885
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.9      1.982      4.549
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.9      2.105      4.713
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.8      1.840      4.835
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.8      3.386      4.170
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.7      1.977      3.232
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.7      2.110      2.901
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.6      1.786      4.883
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.6      1.846      2.246
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.5      2.382      4.992
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.5      2.354      3.955
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.5      1.949      3.067
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.4      3.005      4.375
Lig116/out.pdbqt:REMARK VINA RESULT:      -4.3      2.351      3.514
